"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","rt.sulfur.dioxide"
"1656",7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5,5.19615242270663
"1790",7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7,5.09901951359278
"2979",6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,6.70820393249937
"1375",6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4,7,4.89897948556636
"352",7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,5.65685424949238
"726",6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2,5,5.91607978309962
"1728",7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,8.24621125123532
"1202",7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,7,5.09901951359278
"1409",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,5.91607978309962
"1073",8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7,5.29150262212918
"3322",6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6,3.87298334620742
"2005",7.4,0.26,0.31,2.4,0.043,58,178,0.9941,3.42,0.68,10.6,6,7.61577310586391
"4622",7.5,0.305,0.38,1.4,0.047,30,95,0.99158,3.22,0.52,11.5,7,5.47722557505166
"432",6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8,5,4.35889894354067
"2078",7,0.22,0.39,2.1,0.055,39,198,0.9951,3.52,0.54,10.2,6,6.2449979983984
"1185",7.9,0.46,0.32,4.1,0.033,40,138,0.9912,3.18,0.44,12.8,7,6.32455532033676
"2693",6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6,4.47213595499958
"3202",7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,6.85565460040104
"4550",6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,5,4
"1111",7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,5.19615242270663
"4159",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,5.74456264653803
"3445",6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5,8.06225774829855
"254",5.8,0.24,0.44,3.5,0.029,5,109,0.9913,3.53,0.43,11.7,3,2.23606797749979
"369",7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,6
"1007",5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,6.32455532033676
"2762",6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,7.14142842854285
"3238",6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,7,6.557438524302
"1069",8.8,0.33,0.44,6.35,0.024,9,87,0.9917,2.96,0.4,12.6,7,3
"1782",6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,4,3.60555127546399
"3944",6.4,0.2,0.15,6.6,0.046,26,113,0.99408,2.99,0.58,9.9,6,5.09901951359278
"1039",7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,7,5.74456264653803
"3225",5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,7.54983443527075
"2585",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4.35889894354067
"4531",7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6,7.87400787401181
"2919",5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6,3.87298334620742
"1304",8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6,7.74596669241483
"1807",7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,3
"1935",6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,5
"2975",7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6,7.07106781186548
"4189",5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6,5
"2244",6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,5,7.21110255092798
"1",7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,6.70820393249937
"1414",8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,4.69041575982343
"2701",6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,7,3.87298334620742
"1434",7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,5.65685424949238
"1492",7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,5,2.82842712474619
"954",8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10,5,6.2449979983984
"4824",6.5,0.28,0.34,4.6,0.054,22,130,0.99193,3.2,0.46,12,7,4.69041575982343
"3540",7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6,5.19615242270663
"4781",5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5,6
"94",6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7,6.92820323027551
"3330",6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,6
"430",7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5,7.34846922834953
"3319",6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7,5.09901951359278
"3519",7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5,5.09901951359278
"188",5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5,6.48074069840786
"3559",5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,6.2449979983984
"405",6.8,0.22,0.31,6.3,0.035,33,170,0.9918,3.24,0.66,12.6,6,5.74456264653803
"4530",7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,6,7.77817459305202
"1089",7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,6.557438524302
"4382",6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,6,5.19615242270663
"3556",5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6,5.19615242270663
"3136",6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6,7.14142842854285
"4804",6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7,6.48074069840786
"3005",6.3,0.18,0.36,1.2,0.034,26,111,0.99074,3.16,0.51,11,6,5.09901951359278
"4020",6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,5,2.44948974278318
"4575",6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,7,6.2449979983984
"3788",6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5,7.34846922834953
"3482",5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,5,6
"4288",7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5,5.29150262212918
"4527",5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,6,6.48074069840786
"2311",6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5,5.8309518948453
"706",8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9,5,3.60555127546399
"1270",8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,7.41619848709566
"440",6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2,5,4.79583152331272
"4497",7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6,5.8309518948453
"4621",6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6,6
"4458",6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,6
"29",7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,6,4.12310562561766
"578",7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,7,6.92820323027551
"4354",7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.43333333,6,5.8309518948453
"2261",7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,5,7.54983443527075
"4560",6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7,4.69041575982343
"3030",7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8,4.69041575982343
"2066",7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5,4.58257569495584
"2583",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4.35889894354067
"1638",8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6,6.557438524302
"1393",6.6,0.42,0.33,2.8,0.034,15,85,0.99,3.28,0.51,13.4,6,3.87298334620742
"2326",7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,2.64575131106459
"1756",6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,6.85565460040104
"4194",8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,5.09901951359278
"3361",7.1,0.18,0.49,1.3,0.033,12,72,0.99072,3.05,0.53,11.3,7,3.46410161513775
"4894",6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6,4.89897948556636
"153",6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,6,4.79583152331272
"3978",6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6,4.24264068711928
"2297",6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7,6.85565460040104
"897",6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6,7.21110255092798
"2912",6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5,6.16441400296898
"916",5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2,5,3.3166247903554
"2426",7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,4.12310562561766
"2468",7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,6,5.19615242270663
"4150",5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7,6.32455532033676
"2930",6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,6.2449979983984
"2352",7.9,0.25,0.34,11.4,0.04,53,202,0.99708,3.11,0.57,9.6,6,7.28010988928052
"1425",8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,4.69041575982343
"2593",7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,5,5.65685424949238
"4352",6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,5.8309518948453
"583",7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,6,6.6332495807108
"1034",7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,6.67083203206317
"1514",7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,6.92820323027551
"1657",5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5,4.58257569495584
"3918",6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5,7
"3652",6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,7.14142842854285
"3522",5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7,7.81024967590665
"74",8.6,0.23,0.46,1,0.054,9,72,0.9941,2.95,0.49,9.1,6,3
"4014",6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,7.48331477354788
"3350",6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,5.09901951359278
"304",6,0.29,0.21,1.3,0.055,42,168,0.9914,3.32,0.43,11.1,6,6.48074069840786
"1320",6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5,7.68114574786861
"2879",5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,6,5.91607978309962
"3954",8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8,7,6.70820393249937
"3767",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,7.68114574786861
"3762",6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,4.69041575982343
"763",6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,5,7.41619848709566
"1649",7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5,5.56776436283002
"2855",6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,6,5.3851648071345
"2926",7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5,8.18535277187245
"3998",6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7,6.08276253029822
"2984",6,0.26,0.32,3.8,0.029,48,180,0.99011,3.15,0.34,12,6,6.92820323027551
"2773",6.2,0.29,0.32,3.6,0.026,39,138,0.9892,3.31,0.37,13.1,7,6.2449979983984
"1787",7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7,5.3851648071345
"1653",8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,4,5.3851648071345
"2831",6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,5,7.68114574786861
"3366",7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,7,5.09901951359278
"2978",6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,6.70820393249937
"1772",6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,6.32455532033676
"3570",8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6,3.87298334620742
"2570",6.6,0.24,0.24,8.6,0.034,25,135,0.99582,3.33,0.59,10.3,6,5
"3569",7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7,5.56776436283002
"1786",8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,8.54400374531753
"3249",6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7,6.40312423743285
"3325",6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6,3.60555127546399
"2784",7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6,5.65685424949238
"2561",6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6,3.3166247903554
"1379",6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7,6.78232998312527
"3576",6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7,5.65685424949238
"4309",6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6,4
"4091",6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6,6.6332495807108
"1361",6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,6,7.48331477354788
"2948",5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,5.19615242270663
"1632",8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,3.74165738677394
"584",7.4,0.24,0.22,10.7,0.042,26,81,0.9954,2.86,0.36,9.7,6,5.09901951359278
"2422",6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,5,7.28010988928052
"1182",7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6,4.47213595499958
"4742",6.1,0.27,0.31,3.9,0.034,42,137,0.99218,3.24,0.46,10.9,6,6.48074069840786
"689",7.2,0.28,0.3,10.7,0.044,61,222,0.9972,3.14,0.5,9.1,6,7.81024967590665
"105",7.4,0.25,0.37,13.5,0.06,52,192,0.9975,3,0.44,9.1,5,7.21110255092798
"2446",6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,5,6.36396103067893
"48",6.2,0.46,0.25,4.4,0.066,62,207,0.9939,3.25,0.52,9.8,5,7.87400787401181
"2565",6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,5.29150262212918
"1364",6.9,0.32,0.16,1.4,0.051,15,96,0.994,3.22,0.38,9.5,4,3.87298334620742
"20",6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,5,5.8309518948453
"2769",7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6,2
"3580",7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7,3.74165738677394
"4765",5.9,0.26,0.29,5.4,0.046,34,116,0.99224,3.24,0.41,11.4,6,5.8309518948453
"3467",6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,6.16441400296898
"4008",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5,4.58257569495584
"1517",8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,7.28010988928052
"4834",5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6,5.74456264653803
"3360",6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,5.56776436283002
"1603",5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5,5.19615242270663
"1411",7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6,6.2449979983984
"3448",6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6,5.74456264653803
"562",5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,6.2449979983984
"3683",6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,6.2449979983984
"1881",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,6.70820393249937
"4674",6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,7,6.08276253029822
"1276",6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6,4.47213595499958
"3795",5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5,4.69041575982343
"2534",6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,5,7.28010988928052
"4469",6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,5.56776436283002
"1048",7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5,2.23606797749979
"2713",6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,5,6.85565460040104
"4510",6.7,0.23,0.17,1.3,0.061,14,100,0.9925,3.07,0.55,9.5,5,3.74165738677394
"1288",8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,7,5.91607978309962
"3468",6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,5,7.34846922834953
"4483",6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6,6.08276253029822
"2714",6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3,6,7.48331477354788
"2586",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7,4.35889894354067
"2368",7.2,0.3,0.3,8.1,0.05,40,188,0.99652,3.15,0.49,9.1,6,6.32455532033676
"2303",6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5,7.07106781186548
"719",6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5,7,6.40312423743285
"1873",5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,5.09901951359278
"4367",5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,6,4
"3247",6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6,6.2449979983984
"4314",6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6,4.35889894354067
"2279",6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,6,7.54983443527075
"1094",8.4,0.17,0.31,6.7,0.038,29,132,0.9945,3.1,0.32,10.6,7,5.3851648071345
"2747",7,0.34,0.3,1.8,0.045,44,142,0.9914,2.99,0.45,10.8,6,6.6332495807108
"3831",4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,4.79583152331272
"459",6,0.37,0.32,1,0.053,31,218.5,0.9924,3.29,0.72,9.8,6,5.56776436283002
"2746",6.7,0.44,0.22,4.3,0.032,19,99,0.99015,3.26,0.53,12.8,7,4.35889894354067
"3577",7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5,5.91607978309962
"3009",5,0.3,0.33,3.7,0.03,54,173,0.9887,3.36,0.3,13,7,7.34846922834953
"3130",6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6,6.08276253029822
"2790",6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,5,6.48074069840786
"2455",7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,5,7.61577310586391
"4628",6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,4.89897948556636
"1138",6.1,0.31,0.37,8.4,0.031,70,170,0.9934,3.42,0.4,11.7,8,8.36660026534076
"4557",6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5,5.65685424949238
"3843",7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6,6
"1842",7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,6.08276253029822
"607",7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,6.16441400296898
"2988",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7,5.3851648071345
"389",6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,5.3851648071345
"4277",5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7,5.19615242270663
"4479",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5,7.28010988928052
"1777",6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,6.48074069840786
"4169",6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6,5.47722557505166
"1764",7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6,4.24264068711928
"1959",7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,7.28010988928052
"2893",6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5,8.18535277187245
"4684",6.5,0.33,0.32,1,0.041,39,120,0.99004,3.06,0.37,12.2,6,6.2449979983984
"4855",6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.06666667,6,4.69041575982343
"2065",6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,7.14142842854285
"2184",6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,5,6.16441400296898
"4764",5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7,6.70820393249937
"3504",6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7,4.58257569495584
"1845",6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,4.58257569495584
"3029",7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,6,4.58257569495584
"2176",7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7,6.96419413859206
"1399",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7,5.91607978309962
"1813",5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,4.89897948556636
"136",6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,5,6.6332495807108
"4327",7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5,6.6332495807108
"2310",8.1,0.28,0.34,1.3,0.035,11,126,0.99232,3.14,0.5,9.8,6,3.3166247903554
"3173",6.7,0.33,0.36,6.6,0.042,34,116,0.99123,2.97,0.31,12.2,8,5.8309518948453
"2273",6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6,5.29150262212918
"3958",7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5,3.87298334620742
"1825",6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,5.91607978309962
"4141",6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,7.14142842854285
"720",7.4,0.29,0.5,1.8,0.042,35,127,0.9937,3.45,0.5,10.2,7,5.91607978309962
"1763",6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,7,4.47213595499958
"3600",6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,7
"4103",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5,7.34846922834953
"2934",6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,6.40312423743285
"4882",5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,5.8309518948453
"4466",6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5,5.65685424949238
"1940",6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,5.91607978309962
"802",6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5,7.81024967590665
"1651",7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7,5.19615242270663
"4457",6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5,6
"522",7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,2.82842712474619
"2544",6.5,0.23,0.25,17.3,0.046,15,110,0.99828,3.15,0.42,9.2,6,3.87298334620742
"2929",7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12,7,6.70820393249937
"3541",7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6,5.19615242270663
"617",7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,4.24264068711928
"2651",7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5,6.557438524302
